,ID,first_name,last_name,gender,birth,party,profession,education
428,1079-kim-hjerrild,Kim,Hjerrild,M,1960-09-04T00:00:00,Å,Privat ansat/selvstændig,Kandidat-/masteruddannelse
429,1027-tom-gillesberg,Tom,Gillesberg,M,1964-06-30T00:00:00,,Privat ansat/selvstændig,Gymnasial uddannelse
430,125-emil-holbech-hansen,Emil Holbech,Hansen,M,2002-03-15T00:00:00,C,Privat ansat/selvstændig,Gymnasial uddannelse
431,722-lone-glarbo,Lone,Glarbo,F,1965-08-15T00:00:00,Æ,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
432,1091-anette-jensen-smith,Anette Jensen,Smith,F,1972-04-11T00:00:00,Å,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
433,890-otto-mortensen,Otto,Mortensen,M,2002-10-04T00:00:00,Ø,Studerende,Gymnasial uddannelse
434,429-henning-joergensen,Henning,Jørgensen,M,1954-01-01T00:00:00,F,Ikke oplyst,Ikke oplyst
435,491-araz-khan,Araz,Khan,M,1981-10-28T00:00:00,V,Ordfører for et parti,Bachelor-/diplomuddannelse
436,115-lene-burchardt,Lene,Burchardt,F,1967-07-13T00:00:00,C,Privat ansat/selvstændig,Kandidat-/masteruddannelse
437,625-henrik-frandsen,Henrik,Frandsen,M,1961-02-08T00:00:00,M,Privat ansat/selvstændig,Erhvervsuddannelse
438,150-steffen-peter-hansen,Steffen Peter,Hansen,M,1986-07-27T00:00:00,C,Privat ansat/selvstændig,Erhvervsuddannelse
439,658-rashid-ali,Rashid,Ali,M,1984-08-04T00:00:00,Q,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
440,1006-claus-bedemann,Claus,Bedemann,M,1960-12-01T00:00:00,D,Byråds- eller regionsrådsmedlem,Erhvervsuddannelse
441,323-louise-brown,Louise,Brown,F,1980-10-15T00:00:00,I,Leder,Bachelor-/diplomuddannelse
442,573-michael-aastrup-jensen,Michael Aastrup,Jensen,M,1976-03-16T00:00:00,V,Folketingsmedlem,Bachelor-/diplomuddannelse
443,772-jeppe-bruus,Jeppe,Bruus,M,1978-04-20T00:00:00,A,Minister,Kandidat-/masteruddannelse
444,338-soeren-schmidt-andersen,Søren,Schmidt-Andersen,M,2001-02-15T00:00:00,I,Studerende,Bachelor-/diplomuddannelse
445,350-christian-riegels-hjorth,Christian Riegels,Hjorth,M,1981-05-06T00:00:00,I,Leder,Kandidat-/masteruddannelse
446,655-elise-bjerkrheim,Elise,Bjerkrheim,F,1974-06-18T00:00:00,Q,Privat ansat/selvstændig,Kandidat-/masteruddannelse
447,748-morten-ryom,Morten,Ryom,M,1992-01-02T00:00:00,A,Privat ansat/selvstændig,Erhvervsuddannelse
448,256-pia-britt-elberg,Pia Britt,Elberg,F,1968-04-11T00:00:00,B,Privat ansat/selvstændig,Kandidat-/masteruddannelse
449,1128-nicholas-nyrop-vinthen,Nicholas Nyrop,Vinthen,M,2001-01-01T00:00:00,Q,Ikke oplyst,Ikke oplyst
450,39-troels-christian-jakobsen,Troels Christian,Jakobsen,M,1969-10-15T00:00:00,Å,Ordfører for et parti,Erhvervsuddannelse
451,218-dorthe-kerschus,Dorthe,Kerschus,F,1979-08-30T00:00:00,B,Leder,Ikke oplyst
452,314-frederik-gottenborg-jacobsen,Frederik Gottenborg,Jacobsen,M,1999-08-25T00:00:00,I,Studerende,Erhvervsuddannelse
453,242-lotte-rod,Lotte,Rod,F,1985-06-10T00:00:00,B,Folketingsmedlem,Kandidat-/masteruddannelse
454,359-ronny-christiansen,Ronny Van,Tieu,M,1973-03-23T00:00:00,I,Offentligt ansat,Bachelor-/diplomuddannelse
455,1000-berit-naomi-skjernaa,Berit Naomi,Skjernaa,F,1974-09-29T00:00:00,Å,Privat ansat/selvstændig,Ph.d.-uddannelse
456,939-bolette-von-westphal,Bolette Von,Westphal,F,1975-04-13T00:00:00,K,Ikke oplyst,Ikke oplyst
457,869-magnus-fage-gislason,Magnus Fage,Gislason,M,2003-12-05T00:00:00,Ø,Studerende,Grundskole
458,560-kristian-pihl-lorentzen,Kristian Pihl,Lorentzen,M,1961-01-01T00:00:00,V,Folketingsmedlem,Gymnasial uddannelse
459,523-phillip-sperling,Phillip,Sperling,M,1997-03-15T00:00:00,V,Offentligt ansat,Kandidat-/masteruddannelse
460,42-annika-martins,Annika,Martins,F,1973-01-01T00:00:00,Å,Udenfor arbejdsmarkedet,Bachelor-/diplomuddannelse
461,14-jens-harder,Jens,Harder,M,1980-09-18T00:00:00,Å,Privat ansat/selvstændig,Erhvervsuddannelse
462,118-tobias-bennedsen,Tobias,Bennedsen,M,1986-04-14T00:00:00,C,Offentligt ansat,Bachelor-/diplomuddannelse
463,81-camillo-krog,Camillo,Krog,M,1977-09-28T00:00:00,C,Privat ansat/selvstændig,Erhvervsuddannelse
464,137-trine-traerup-roungkvist,Trine Trærup,Roungkvist,F,1992-11-12T00:00:00,C,Privat ansat/selvstændig,Kandidat-/masteruddannelse
465,1065-sascha-faxe,Sascha,Faxe,F,1971-08-04T00:00:00,Å,Privat ansat/selvstændig,Kandidat-/masteruddannelse
466,216-clara-halvorsen,Clara,Halvorsen,F,1991-12-27T00:00:00,B,Privat ansat/selvstændig,Kandidat-/masteruddannelse
467,1029-klaus-mygind,Klaus,Mygind,M,1955-07-30T00:00:00,F,Byråds- eller regionsrådsmedlem,Seminaruddannelse
468,215-christina-thorholm,Christina,Thorholm,F,1964-08-11T00:00:00,B,Folketingsmedlem,Bachelor-/diplomuddannelse
469,1075-per-michael-hauritz,Per Michael,Hauritz,M,1961-01-01T00:00:00,O,Ikke oplyst,Ikke oplyst
470,892-vibeke-syppli-enrum,Vibeke Syppli,Enrum,F,1948-02-28T00:00:00,Ø,Offentligt ansat,Kandidat-/masteruddannelse
471,805-per-stefansen,Per,Stefansen,M,1967-01-01T00:00:00,A,Ikke oplyst,Ikke oplyst
472,43-mette-bram,Mette,Bram,F,1964-09-26T00:00:00,Å,Ordfører for et parti,Kandidat-/masteruddannelse
473,828-niels-ole-beck,Niels Ole,Beck,M,1957-03-14T00:00:00,A,Offentligt ansat,Seminaruddannelse
474,6-ditte-madvig-evald,Ditte Madvig,Evald,F,1979-12-08T00:00:00,Å,Leder,Kandidat-/masteruddannelse
475,726-bent-juul-soerensen,Bent Juul,Sørensen,M,1958-11-26T00:00:00,Æ,Privat ansat/selvstændig,Erhvervsuddannelse
476,364-marianne-porsborg,Marianne,Porsborg,F,1969-08-02T00:00:00,I,Privat ansat/selvstændig,Kandidat-/masteruddannelse
477,529-sophie-loehde,Sophie,Løhde,F,1983-09-11T00:00:00,V,Folketingsmedlem,Bachelor-/diplomuddannelse
478,511-casper-pedersen,Casper,Pedersen,M,1994-07-08T00:00:00,V,Privat ansat/selvstændig,Kandidat-/masteruddannelse
479,300-flemming-soerensen,Flemming,Sørensen,M,1955-01-01T00:00:00,I,Offentligt ansat,Ikke oplyst
480,751-nicolai-wammen,Nicolai,Wammen,M,1971-02-07T00:00:00,A,Folketingsmedlem,Kandidat-/masteruddannelse
481,50-nanna-hoeyrup,Nanna,Høyrup,F,1979-04-26T00:00:00,Å,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
482,117-emma-juul-hansen,Emma Juul,Hansen,F,2000-01-11T00:00:00,C,Studerende,Bachelor-/diplomuddannelse
483,942-mirjam-fibiger-olesen,Mirjam Fibiger,Olesen,F,1979-05-06T00:00:00,K,Leder,Bachelor-/diplomuddannelse
484,287-lisbeth-torfing,Lisbeth,Torfing,F,1987-07-12T00:00:00,Ø,Byråds- eller regionsrådsmedlem,Ph.d.-uddannelse
485,290-ludmila-plenge-schutt,Ludmila Plenge,Schütt,F,2002-08-27T00:00:00,Ø,Privat ansat/selvstændig,Gymnasial uddannelse
486,972-hans-christian-hidalgo-wullf,H.C.,Wulff,M,1961-02-20T00:00:00,M,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
487,259-ruben-kidde,Ruben,Kidde,M,1986-08-28T00:00:00,B,Byråds- eller regionsrådsmedlem,Kandidat-/masteruddannelse
488,716-betina-kastbjerg,Betina,Kastbjerg,F,1971-11-25T00:00:00,Æ,Privat ansat/selvstændig,Gymnasial uddannelse
489,959-vivian-lindberg-larsen,Vivian Lindberg,Larsen,F,1966-04-20T00:00:00,Æ,Privat ansat/selvstændig,Erhvervsuddannelse
490,1087-niels-ebbesen-nielsen,Niels,Ebbesen,M,1947-01-01T00:00:00,B,Ikke oplyst,Ikke oplyst
491,802-pernille-rosenkrantz-theil,Pernille,Rosenkrantz-Theil,F,1977-01-17T00:00:00,A,Minister,Bachelor-/diplomuddannelse
492,192-john-bjerg,John,Bjerg,M,1964-09-24T00:00:00,D,Privat ansat/selvstændig,Erhvervsuddannelse
493,830-birgitte-vind,Birgitte,Vind,F,1965-08-13T00:00:00,A,Folketingsmedlem,Seminaruddannelse
494,23-lars-holstein,Lars,Holstein,M,1963-09-23T00:00:00,Å,Privat ansat/selvstændig,Gymnasial uddannelse
495,920-karlo-brondbjerg,Karlo,Brondbjerg,M,1961-04-07T00:00:00,K,Ordfører for et parti,Bachelor-/diplomuddannelse
496,775-jesper-petersen,Jesper,Petersen,M,1981-08-25T00:00:00,A,Minister,Bachelor-/diplomuddannelse
497,1042-torben-bundgaard,Torben,Bundgaard,M,1948-01-01T00:00:00,K,Ikke oplyst,Ikke oplyst
498,971-kenneth-bjerg,Kenneth Bjerg,Andersen,M,1986-01-10T00:00:00,M,Offentligt ansat,Bachelor-/diplomuddannelse
499,1121-lars-dohn,Lars,Dohn,M,1950-01-01T00:00:00,Ø,Ikke oplyst,Ikke oplyst
500,161-ulla-kokfelt,Ulla,Kokfelt,F,1973-01-01T00:00:00,D,Byråds- eller regionsrådsmedlem,Ph.d.-uddannelse
501,696-marianne-bigum,Marianne,Bigum,F,1983-04-10T00:00:00,F,Offentligt ansat,Ph.d.-uddannelse
502,1093-mette-rahbek,Mette,Rahbek,F,1976-01-01T00:00:00,Å,Ikke oplyst,Ikke oplyst
503,424-meritta-bjerregaard,Meritta,Bjerregaard,F,1975-10-28T00:00:00,F,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
504,983-clara-malmqvist,Clara,Malmqvist,F,1995-11-20T00:00:00,I,Ikke oplyst,Ikke oplyst
505,727-jens-henrik-w-thulesen-dahl,Jens Henrik W. Thulesen,Dahl,M,1961-07-20T00:00:00,Æ,Folketingsmedlem,Kandidat-/masteruddannelse
506,882-stine-ry-andersen,Stine Ry,Andersen,F,2000-01-17T00:00:00,Ø,Studerende,Gymnasial uddannelse
507,893-torsten-ringgaard,Torsten,Ringgaard,M,1976-06-04T00:00:00,Ø,Privat ansat/selvstændig,Gymnasial uddannelse
508,897-sarah-noerris,Sarah,Nørris,F,1979-01-18T00:00:00,Ø,Ikke oplyst,Ikke oplyst
509,637-jannie-boegh,Jannie,Bøgh,F,1979-12-10T00:00:00,O,Ikke oplyst,Bachelor-/diplomuddannelse
510,227-jacob-netteberg,Jacob,Netteberg,M,1970-11-09T00:00:00,B,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
511,386-peter-westermann,Peter,Westermann,M,1985-06-01T00:00:00,F,Byråds- eller regionsrådsmedlem,Kandidat-/masteruddannelse
512,308-carsten-andersen,Carsten,Andersen,M,1978-08-10T00:00:00,I,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
513,28-henrik-boye,Henrik,Boye,M,1956-08-08T00:00:00,Å,Udenfor arbejdsmarkedet,Kandidat-/masteruddannelse
514,903-helene-hellesoee-appel,Helene Hellesøe,Appel,F,1986-11-10T00:00:00,Ø,Offentligt ansat,Kandidat-/masteruddannelse
515,1084-mikael-winther,Mikael,Winther,M,1975-01-01T00:00:00,Å,Ikke oplyst,Ikke oplyst
516,132-lise-bertelsen,Lise,Bertelsen,F,1975-09-08T00:00:00,C,Byråds- eller regionsrådsmedlem,Kandidat-/masteruddannelse
517,779-mogens-jensen,Mogens,Jensen,M,1963-10-31T00:00:00,A,Folketingsmedlem,Gymnasial uddannelse
518,554-tilde-holch-duedahl,Tilde Holch,Duedahl,F,1980-02-20T00:00:00,V,Offentligt ansat,Erhvervsuddannelse
519,913-per-kristensen,Per,Kristensen,M,1957-01-01T00:00:00,K,Ikke oplyst,Ikke oplyst
520,250-michael-rachlin,Michael,Rachlin,M,1970-01-15T00:00:00,B,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
521,325-lisa-perkins,Lisa,Perkins,F,1991-04-19T00:00:00,I,Udenfor arbejdsmarkedet,Gymnasial uddannelse
522,1105-frederik-madsen,Frederik,Madsen,M,1943-01-01T00:00:00,Ø,Ikke oplyst,Ikke oplyst
523,258-rebecca-johansson,Rebecca,Johansson,F,2001-01-10T00:00:00,B,Studerende,Bachelor-/diplomuddannelse
524,355-michel-thrysoee,Michel,Thrysøe,M,1976-12-14T00:00:00,I,Privat ansat/selvstændig,Kandidat-/masteruddannelse
525,657-daniel-tomicic,Daniel,Tomicic,M,1996-01-01T00:00:00,Q,Studerende,Kandidat-/masteruddannelse
526,112-mikkel-hoejsleth,Mikkel,Højsleth,M,1984-07-08T00:00:00,C,Privat ansat/selvstændig,Gymnasial uddannelse
527,211-charlotte-burgess,Charlotte,Burgess,F,1976-01-01T00:00:00,B,Ikke oplyst,Ikke oplyst
528,168-tonny-pedersen,Tonny,Pedersen,M,1973-08-23T00:00:00,D,Offentligt ansat,Bachelor-/diplomuddannelse
529,825-simon-kollerup,Simon,Kollerup,M,1986-05-20T00:00:00,A,Minister,Kandidat-/masteruddannelse
530,416-kirsten-normann-andersen,Kirsten Normann,Andersen,F,1962-04-28T00:00:00,F,Folketingsmedlem,Erhvervsuddannelse
531,590-henrik-rejnholdt-andersen,Henrik Rejnholt,Andersen,M,1977-10-01T00:00:00,M,Privat ansat/selvstændig,Erhvervsuddannelse
532,209-brian-koester,Brian,Køster,M,1977-10-05T00:00:00,B,Privat ansat/selvstændig,Ph.d.-uddannelse
533,292-louis-jacobsen,Louis,Jacobsen,M,1985-04-13T00:00:00,Ø,Privat ansat/selvstændig,Erhvervsuddannelse
534,1127-millah-kongsbach,Millah,Kongsbach,F,1987-01-01T00:00:00,,Ikke oplyst,Ikke oplyst
535,842-karsten-byrgesen,Karsten,Byrgesen,M,1955-09-07T00:00:00,D,Leder,Bachelor-/diplomuddannelse
536,275-rosa-lund,Rosa,Lund,F,1986-12-04T00:00:00,Ø,Folketingsmedlem,Kandidat-/masteruddannelse
537,688-jonas-hulgaard-ammundsen,Jonas Hulgaard,Ammundsen,M,1996-04-14T00:00:00,F,Ikke oplyst,Ikke oplyst
538,928-johnnie-vang-gregersen,Johnnie Vang,Gregersen,M,1963-03-19T00:00:00,K,Privat ansat/selvstændig,Seminaruddannelse
539,111-lene-brix-kjelgaard-jensen,Lene Brix Kjelgaard,Jensen,F,1958-05-13T00:00:00,C,Offentligt ansat,Bachelor-/diplomuddannelse
540,938-jacob-bang,Jacob,Bang,M,1963-05-17T00:00:00,K,Privat ansat/selvstændig,Erhvervsuddannelse
541,414-charlotte-vindeloev,Charlotte,Vindeløv,F,1970-09-22T00:00:00,F,Offentligt ansat,Bachelor-/diplomuddannelse
542,950-henrik-hjortshoej,Henrik,Hjortshøj,M,1990-09-22T00:00:00,K,Privat ansat/selvstændig,Kandidat-/masteruddannelse
543,44-christina-olumeko,Christina,Olumeko,F,1996-11-26T00:00:00,Å,Studerende,Kandidat-/masteruddannelse
544,208-bjarne-lastein,Bjarne,Lastein,M,1966-02-24T00:00:00,B,Privat ansat/selvstændig,Kandidat-/masteruddannelse
545,329-steffen-jespersen,Steffen,Jespersen,M,1997-03-24T00:00:00,I,Privat ansat/selvstændig,Erhvervsuddannelse
546,992-jarl-matthiesen,Jarl,Matthiesen,M,1950-01-01T00:00:00,V,Ikke oplyst,Ikke oplyst
547,200-nicolaj-holm-pedersen,Nicolaj Holm,Pedersen,M,2000-08-11T00:00:00,D,Privat ansat/selvstændig,Erhvervsuddannelse
548,76-henriette-soevind,Henriette,Søvind,F,1971-07-10T00:00:00,C,Privat ansat/selvstændig,Erhvervsuddannelse
549,1130-rikke-pedersen,Rikke,Pedersen,F,1973-01-01T00:00:00,M,Ikke oplyst,Ikke oplyst
550,1077-sabine-lyngberg,Sabine,Lyngberg,F,1997-01-01T00:00:00,O,Ikke oplyst,Ikke oplyst
551,373-lisbeth-bech-nielsen,Lisbeth,Bech-Nielsen,F,1983-01-01T00:00:00,F,Folketingsmedlem,Kandidat-/masteruddannelse
552,1113-jette-moeller,Jette,Møller,F,1966-01-01T00:00:00,,Ikke oplyst,Ikke oplyst
553,868-karen-budtz,Karen,Budtz-Jørgensen,F,2003-04-19T00:00:00,Ø,Studerende,10. klasse
554,274-soeren-soendergaard,Søren,Søndergaard,M,1955-08-16T00:00:00,Ø,Folketingsmedlem,Erhvervsuddannelse
555,497-marlene-ambo-rasmussen,Marlene,Ambo-Rasmussen,F,1986-03-14T00:00:00,V,Folketingsmedlem,Kandidat-/masteruddannelse
556,64-michael-r-rugaard,Michael R.,Rugaard,M,1965-02-16T00:00:00,C,Privat ansat/selvstændig,Kandidat-/masteruddannelse
557,780-fie-thorsted-haekkerup,Fie Thorsted,Hækkerup,F,1994-07-25T00:00:00,A,Privat ansat/selvstændig,Kandidat-/masteruddannelse
558,639-lars-kolling,Lars,Kolling,M,1974-01-01T00:00:00,O,Ikke oplyst,Ikke oplyst
559,794-per-husted,Per,Husted,M,1966-04-06T00:00:00,A,Privat ansat/selvstændig,Kandidat-/masteruddannelse
560,815-frederik-vad-nielsen,Frederik,Vad,M,1994-09-01T00:00:00,A,Ikke oplyst,Ikke oplyst
561,937-steffen-markussen,Steffen,Markussen,M,1980-09-22T00:00:00,K,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
562,694-laurits-kaae,Laurits,Kaae,M,1960-01-01T00:00:00,F,Ikke oplyst,Ikke oplyst
563,876-sabrina-christiansen-broch,Sabrina Christiansen,Broch,F,1989-02-14T00:00:00,Ø,Offentligt ansat,Kandidat-/masteruddannelse
564,1086-gerd-lyng,Gerd,Lyng,F,1944-01-01T00:00:00,B,Ikke oplyst,Ikke oplyst
565,309-kim-alexander-jensen,Kim Alexander,Jensen,M,1987-01-14T00:00:00,I,Privat ansat/selvstændig,Kandidat-/masteruddannelse
566,1100-bitten-vivi-jensen,Bitten Vivi,Jensen,F,1953-01-01T00:00:00,Å,Ikke oplyst,Ikke oplyst
567,810-miki-dam-larsen,Miki Dam,Larsen,M,1987-11-12T00:00:00,A,Byråds- eller regionsrådsmedlem,Kandidat-/masteruddannelse
568,620-rosa-eriksen,Rosa,Eriksen,F,1990-02-26T00:00:00,M,Offentligt ansat,Bachelor-/diplomuddannelse
569,327-ditte-elisabeth-kryger-wedege,Ditte Elisabeth Kryger,Wedege,F,1997-01-01T00:00:00,I,Ikke oplyst,Ikke oplyst
570,1114-jovan-tasevski,Jovan,Tasevski,M,1979-01-01T00:00:00,,Ikke oplyst,Ikke oplyst
571,162-denise-rostgaard,Denise,Rostgaard,F,1985-12-26T00:00:00,D,Offentligt ansat,Bachelor-/diplomuddannelse
572,598-kim-mejnert-frydensberg,Kim Mejnert,Frydensbjerg,M,1980-08-18T00:00:00,M,Leder,Bachelor-/diplomuddannelse
573,684-gitte-terp-henriksen,Gitte Terp,Henriksen,F,1963-07-30T00:00:00,F,Offentligt ansat,Kandidat-/masteruddannelse
574,934-jonas-roejkjaer-laustsen,Jonas Røjkjær,Laustsen,M,2000-12-25T00:00:00,K,Studerende,Gymnasial uddannelse
575,131-mogens-birkelund,Mogens,Birkelund,M,1968-08-11T00:00:00,C,Privat ansat/selvstændig,Kandidat-/masteruddannelse
576,53-thomas-anker-kofoed,Thomas Holbech,Anker,M,1975-04-11T00:00:00,Å,Offentligt ansat,Kandidat-/masteruddannelse
577,177-hans-christian-gjerlevsen,Hans-Christian,Gjerlevsen,M,1987-03-28T00:00:00,D,Privat ansat/selvstændig,Erhvervsuddannelse
578,361-kim-bjoernstrup,Kim,Bjørnstrup,M,1958-01-01T00:00:00,I,Privat ansat/selvstændig,Kandidat-/masteruddannelse
579,1041-maria-av-skardi,Maria Av,Skardi,F,1977-11-24T00:00:00,K,Offentligt ansat,Bachelor-/diplomuddannelse
580,293-lars-christian-brask,Lars-Christian,Brask,M,1963-05-25T00:00:00,I,Leder,Erhvervsuddannelse
581,149-christian-lorenzen,Christian,Lorenzen,M,1978-01-01T00:00:00,C,Privat ansat/selvstændig,Seminaruddannelse
582,557-carsten-kissmeyer,Carsten,Kissmeyer,M,1953-05-22T00:00:00,V,Folketingsmedlem,Kandidat-/masteruddannelse
583,760-matilde-powers,Matilde,Powers,F,1982-04-08T00:00:00,A,Ikke oplyst,Ikke oplyst
584,936-finn-andersen,Finn,Andersen,M,1953-01-13T00:00:00,K,Offentligt ansat,Kandidat-/masteruddannelse
585,609-michael-hertz,Michael,Hertz,M,1989-11-08T00:00:00,M,Privat ansat/selvstændig,10. klasse
586,179-bo-kleis-christensen,Bo Kleis,Christensen,M,1976-10-04T00:00:00,D,Byråds- eller regionsrådsmedlem,Erhvervsuddannelse
587,185-jes-halfdan-nielsen,Jes,Halfdan,M,1964-01-01T00:00:00,D,Privat ansat/selvstændig,Kandidat-/masteruddannelse
588,148-dorthe-schmittroth-madsen,Dorthe,Schmittroth,F,1981-06-08T00:00:00,C,Offentligt ansat,Kandidat-/masteruddannelse
589,847-clara-turms,Clara,Turms,F,1996-04-11T00:00:00,Ø,Studerende,Bachelor-/diplomuddannelse
590,99-kristian-damsgaard,Kristian,Damsgaard,M,1969-04-01T00:00:00,C,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
591,1033-birgitte-milling,Birgitte,Milling,F,1968-01-01T00:00:00,O,Ikke oplyst,Ikke oplyst
592,946-esben-frette-johnsen,Esben Frette,Johnsen,M,1999-07-19T00:00:00,K,Studerende,Bachelor-/diplomuddannelse
593,264-steffen-holme-helledie,Steffen Holme,Helledie,M,1989-10-12T00:00:00,B,Offentligt ansat,Kandidat-/masteruddannelse
594,121-joachim-hoffmann-petersen,Joachim,Hoffmann-Petersen,M,1979-09-17T00:00:00,C,Offentligt ansat,Kandidat-/masteruddannelse
595,116-alexander-mikkelsen,Alexander,Klitgaard,M,2001-09-22T00:00:00,C,Studerende,Ikke oplyst
596,709-wanda-madsen,Wanda,Madsen,F,1975-01-01T00:00:00,F,Ikke oplyst,Ikke oplyst
597,1098-agnethe-benedikt-moerch,Agnethe Benedikt,Mørch,F,1986-01-01T00:00:00,I,Ikke oplyst,Ikke oplyst
598,68-birgitte-bergman,Birgitte,Bergman,F,1967-01-01T00:00:00,C,Ikke oplyst,Ikke oplyst
599,189-karina-kirk,Karina,Kirk,F,1976-01-03T00:00:00,D,Byråds- eller regionsrådsmedlem,Erhvervsuddannelse
600,1120-lars-christian-funk,Lars Christian,Funk,M,1962-01-01T00:00:00,M,Ikke oplyst,Ikke oplyst
601,180-thomas-vedsted,Thomas,Vedsted,M,1971-10-03T00:00:00,D,Byråds- eller regionsrådsmedlem,Gymnasial uddannelse
602,862-christoffer-emil-jexen,Christoffer Emil,Jexen,M,1987-05-18T00:00:00,Ø,Privat ansat/selvstændig,Erhvervsuddannelse
603,674-lars-sternkopf-lillebaek,Lars Sternkopf,Lillebæk,M,1980-01-04T00:00:00,D,Offentligt ansat,Kandidat-/masteruddannelse
604,912-bjarne-hartung-kirkegaard,Bjarne Hartung,Kirkegaard,M,1954-03-27T00:00:00,K,Byråds- eller regionsrådsmedlem,Bachelor-/diplomuddannelse
605,1020-iben-kirstine-parmann,Iben Kirstine,Parmann,F,1995-12-04T00:00:00,Q,Studerende,Kandidat-/masteruddannelse
606,741-therese-skaarup,Therese,Skaarup,F,1975-12-08T00:00:00,Æ,Studerende,Bachelor-/diplomuddannelse
607,975-tenna-roeberg,Tenna,Røberg,F,2001-08-24T00:00:00,D,Studerende,Kandidat-/masteruddannelse
608,191-lars-axel-nielsen,Lars Axel,Nielsen,M,1971-05-18T00:00:00,D,Privat ansat/selvstændig,Erhvervsuddannelse
609,579-ammar-ali,Ammar,Ali,M,1985-04-22T00:00:00,M,Privat ansat/selvstændig,Kandidat-/masteruddannelse
610,57-rico-djernis,Rico,Djernis,M,1969-09-18T00:00:00,C,Privat ansat/selvstændig,Erhvervsuddannelse
611,1040-anders-friis-knudsen,Anders Friis,Knudsen,M,1960-06-29T00:00:00,K,Offentligt ansat,Kandidat-/masteruddannelse
612,525-torsten-schack-pedersen,Torsten Schack,Pedersen,M,1976-06-26T00:00:00,V,Ikke oplyst,Ikke oplyst
613,1134-theresa-scavenius,Theresa,Scavenius,F,1984-01-01T00:00:00,Å,Ikke oplyst,Ikke oplyst
614,879-peter-sig-kristensen,Peter Sig,Kristensen,M,1973-03-10T00:00:00,Ø,Privat ansat/selvstændig,Kandidat-/masteruddannelse
615,768-jens-jonatan-steen,Jens Jonatan,Steen,M,1981-09-24T00:00:00,A,Privat ansat/selvstændig,Kandidat-/masteruddannelse
616,776-thyge-risvig,Thyge,Risvig,M,1945-01-01T00:00:00,A,Ikke oplyst,Ikke oplyst
617,940-per-poulsen-asp,Per Poulsen,Asp,M,1953-01-01T00:00:00,K,Ikke oplyst,Ikke oplyst
618,353-bo-ritterbusch,Bo,Ritterbusch,M,1969-02-24T00:00:00,I,Privat ansat/selvstændig,Erhvervsuddannelse
619,555-tobias-joergensen,Tobias,Jørgensen,M,1984-08-08T00:00:00,V,Privat ansat/selvstændig,Gymnasial uddannelse
620,395-claus-joergensen,Claus,Jørgensen,M,1969-06-02T00:00:00,F,Leder,Kandidat-/masteruddannelse
621,877-per-moeller-jacobsen,Per Møller,Jacobsen,M,1968-07-23T00:00:00,Ø,Privat ansat/selvstændig,Bachelor-/diplomuddannelse
622,1073-lars-prier,Lars,Prier,M,1965-01-01T00:00:00,O,Byråds- eller regionsrådsmedlem,Seminaruddannelse
623,234-julius-bjoern-honore,Julius Bjørn,Honoré,M,2001-09-25T00:00:00,B,Studerende,Gymnasial uddannelse
624,1048-caroline-meyer-white,Caroline Meyer,White,F,1980-01-01T00:00:00,F,Ikke oplyst,Ikke oplyst
625,212-christian-friis-bach,Christian Friis,Bach,M,1966-04-29T00:00:00,B,Privat ansat/selvstændig,Ph.d.-uddannelse
626,1124-lisa-sofia-larsson,Lisa Sofia,Larsson,F,1969-01-01T00:00:00,,Ikke oplyst,Ikke oplyst
627,22-dorte-floejgaard,Dorte,Fløjgaard,F,1973-01-01T00:00:00,Å,Ikke oplyst,Ikke oplyst
628,34-jan-allan-andersen,Jan Allan,Andersen,M,1961-10-10T00:00:00,Å,Offentligt ansat,Bachelor-/diplomuddannelse
629,280-jette-gottlieb,Jette,Gottlieb,F,1948-09-23T00:00:00,Ø,Folketingsmedlem,Erhvervsuddannelse
630,770-rasmus-stoklund,Rasmus,Stoklund,M,1984-03-17T00:00:00,A,Folketingsmedlem,Kandidat-/masteruddannelse
631,412-nanna-bonde,Nanna,Bonde,F,1993-05-18T00:00:00,F,Privat ansat/selvstændig,Kandidat-/masteruddannelse
632,494-erling-bonnesen,Erling,Bonnesen,M,1955-03-28T00:00:00,V,Folketingsmedlem,Kandidat-/masteruddannelse
633,1035-michael-monberg,Michael,Monberg,M,1978-05-17T00:00:00,Å,Ordfører for et parti,Grundskole
634,405-lise-muller,Lise,Müller,F,1974-01-21T00:00:00,F,Offentligt ansat,Bachelor-/diplomuddannelse
635,1003-sarah-roued-thomsen,Sarah Roued,Thomsen,F,1981-01-01T00:00:00,Å,Privat ansat/selvstændig,Seminaruddannelse
636,784-annette-lind,Annette,Lind,F,1969-06-02T00:00:00,A,Folketingsmedlem,Bachelor-/diplomuddannelse
